51,12,█,15
52,12,█,15
53,12,█,15
54,12,█,15
55,12,█,15
56,12,█,15
57,12,█,15
58,12,█,15
59,12,█,15
60,12,█,15
61,12,█,15
62,12,█,15
63,12,█,15
64,12,█,15
65,12,█,15
66,12,█,15
67,12,█,15
68,12,█,15
69,12,█,15
70,12,█,15
71,12,█,15
72,12,█,15
73,12,█,15
74,12,█,15
75,12,█,15
75,8,█,15
49,8,█,15
50,8,█,15
51,8,█,15
52,8,█,15
53,8,█,15
54,8,█,15
55,8,█,15
56,8,█,15
57,8,█,15
58,8,█,15
59,8,█,15
60,8,█,15
61,8,█,15
62,8,█,15
63,8,█,15
64,17,█,11
65,17,█,11
66,17,█,11
67,17,█,11
68,17,█,11
69,17,█,11
70,17,█,11
71,17,█,11
72,17,█,11
73,17,█,11
74,17,█,11
74,18,█,11
74,19,█,11
74,20,█,11
74,21,█,11
74,22,█,11
64,18,█,11
64,19,█,11
64,20,█,11
64,21,█,11
64,22,█,11
65,22,█,11
66,22,█,11
67,22,█,11
68,22,█,11
69,22,█,11
70,22,█,11
71,22,█,11
72,22,█,11
73,22,█,11
73,21,█,11
73,20,█,11
73,19,█,11
73,18,█,11
65,18,█,11
65,19,█,11
65,20,█,11
65,21,█,11
66,21,█,14
67,21,█,14
68,21,█,14
69,21,█,14
70,21,█,14
71,21,█,14
72,21,█,14
72,20,█,14
72,19,█,14
72,18,█,14
66,18,█,14
67,18,█,14
68,18,█,14
69,18,█,14
70,18,█,14
71,18,█,14
66,19,█,14
67,19,█,14
68,19,█,14
69,19,█,14
70,19,█,14
71,19,█,14
66,20,█,14
67,20,█,14
68,20,█,14
69,20,█,14
70,20,█,14
71,20,█,14
19,20,█,7
20,20,█,7
21,20,█,7
22,20,█,7
23,20,█,13
24,20,█,13
25,20,█,13
26,20,█,13
27,20,█,13
28,20,█,13
29,20,█,13
30,20,█,13
31,20,█,13
32,20,█,13
33,20,█,13
34,20,█,13
35,20,█,13
36,20,█,13
37,20,█,13
38,20,█,13
39,20,█,13
40,20,█,13
41,20,█,13
42,20,█,13
43,20,█,13
44,20,█,13
45,20,█,13
46,20,█,13
47,20,█,13
48,20,█,13
49,20,█,13
50,20,█,13
51,20,█,13
52,20,█,13
53,20,█,13
54,20,█,13
55,20,█,13
56,20,█,13
57,20,█,13
58,20,█,13
59,20,█,13
60,20,█,13
17,6,█,13
18,6,█,13
19,6,█,13
20,6,█,13
21,6,█,13
22,6,█,13
23,6,█,13
24,6,█,13
25,6,█,13
26,6,█,13
27,6,█,13
28,6,█,13
29,6,█,13
30,6,█,13
31,6,█,13
32,6,█,13
33,6,█,13
34,6,█,13
35,6,█,13
36,6,█,13
37,6,█,13
38,6,█,13
39,6,█,13
40,6,█,13
41,6,█,13
42,6,█,13
43,6,█,13
44,6,█,13
45,6,█,13
46,6,█,13
47,6,█,13
48,6,█,13
49,6,█,13
50,6,█,13
51,6,█,13
52,6,█,13
53,6,█,13
54,6,█,13
55,6,█,13
56,6,█,13
57,6,█,13
58,6,█,13
59,6,█,13
60,6,█,13
61,6,█,13
62,6,█,13
63,6,█,13
64,6,█,13
65,6,█,13
66,6,█,13
67,6,█,13
68,6,█,13
69,6,█,13
70,6,█,13
71,6,█,13
72,6,█,13
73,6,█,13
74,6,█,13
75,6,█,13
76,6,█,13
77,6,█,13
78,6,█,13
79,6,█,13
80,6,█,13
81,6,█,13
82,6,█,13
83,6,█,13
84,6,█,13
85,6,█,13
86,6,█,13
87,6,█,13
88,6,█,13
89,6,█,13
90,6,█,13
91,6,█,13
2,3,█,15
5,3,█,15
9,3,█,15
10,3,█,15
11,3,█,15
12,3,█,15
13,3,█,14
14,3,█,14
15,3,█,14
16,3,█,14
17,3,█,14
